ven_d,model_d,tac_d
lg,g pad iii 80 lgp755l,35579208
huawei,b593 b593s850,86299801
allview,a5 smiley life,35417807
nokia,ta1057,35337909
xiaomi,mi 2a 2012121 2013021,86287302
explay,mu220,86402901
doro,liberto 820,35264106
zte,blade l7a,86790103
samsung,ativ s sght899,35386605
acer,liquid zest lte t071,35786407
huawei,honor v10 bklal001,86695403
lenovo,tab 2 a850 a850lc,86668302
intex,aqua t3,91137665
samsung,galaxy a3 duos tdlte sma3009,35559506
alcatel,pixi 3 45 lte 5017e,35556406
alcatel,pixi 3 45 lte 5017e,35790807
huawei,303hw,86493502
lava,x81,91151695
pantech,vega s5 ima840s,35298105
huawei,p20 pro cltl0j,86778603
samsung,galaxy xcover tdscdma gts5698,35302105
philips,w832,86648901
huawei,e5372s620e5372ts620,86395902
vertu,ti,35486605
maxcom,mm238 3g,35479507
huawei,ascend g526 g526l11,86028602
huawei,honor plus t8950n,86854701
huawei,e5573 e5573s852,86701702
coolpad,9080w,86112702
sony,xperia e3 d2202,35604406
lg,g2 d806,35914305
blu,studio c 88 lte,35230908
blu,neo xl,35966507
sony,xperia m5 dual e5633 pm0870bv,35419107
panasonic,p55 novo 4g,35237108
micromax,canvas xl2 a109,91137560
htc,evo 3d pg86310,35719704
doogee,x10,35874808
wiko,ozzy,35485606
sony,xperia zl lte c6506,35538605
ulefone,armor mini,35791509
lenovo,phab 2 pro dual pb2690n,86997102
asus,zenfone 4 pro zs551kl z01gd,35910008
asus,zenfone 4 selfie pro zd552kl z01md,35784108
samsung,galaxy pop shve220l,35408305
motorola,atrix hd mb886 m0cd7,35221105
emporia,solid plus v33i,35222205
swipe,konnect plus,91152530
huawei,ascend mate 7 mt7j1,86648402
samsung,galaxy s5 active sc02g,35405706
ulefone,armor 3,35332010
allview,x2 soul lite,35449407
asus,padfone mini a11,35783305
gionee,ctrl v2,86130400
philips,s356t,86641302
freetel,xm ft142d,35541606
asus,zenfone selfie zd551kl dual z00ud,35495007
xiaomi,20131222014011,86399002
blu,life one xl,35194107
ruggear,supreme rg930,86710901
doogee,iron bone dg750,35995606
iball,5g blink 4g,91151390
huawei,b88070v,35710204
huawei,mediapad t2 100 pro fdra03l,86094703
lg,prime plus h502g,35190507
fly,iq275,86403101
micromax,canvas power a96,91135335
bq mobile,aquaris u lite,35421208
keneksi,k7,35676007
kazam,trooper2 45,35275406
sony,xperia e1 dual d2104,35280506
sony,xperia e1 dual d2104,35385106
samsung,galaxy s4 4g gti9507v,35167006
lenovo,s90 sisley s90a3,86703702
huawei,e5776s32,86608901
kazam,trooper2 50,35313906
htc,one e8 dual m8sd,35282506
alcatel,one touch pop star 4g dual 5070d,35466907
lenovo,a125,86653500
lg,g5 h850tr,35846407
motorola,tc55ch,35824505
simcom,sim800ds,86788801
lg,lmx420as8,35582510
lava,iris atom 3,91148080
htc,one e8 dual 0paj210,35281806
nokia,8110 4g ta1071,35447609
htc,one m8 0p6b630,35209006
samsung,gear 2 solo smr710,35380706
philips,s318,86450903
panasonic,eluga ray 700,35316209
htc,one mini 4g po582001,35586605
lg,g2 verizon vs980,99000259
alcatel,one touch idol 3 55 6045f,35322407
homtom,ht37,35801108
huawei,p8 lite dual aletl00,86891102
huawei,p8 lite dual aletl00,86665602
karbonn,k275,91138010
huawei,honor 5a lyol21,86194903
huawei,honor 5a lyol21,86233803
huawei,u280153,86624601
samsung,galaxyschi405schr530sphl300schl710schi535,99000206
sony ericsson,xperia neo mt15i,35894304
intex,aqua star hd,91140420
doogee,valencia 2 y100,35392908
alcatel,3000h,86480902
samsung,galaxy j2 2018 smj250n,35680609
karbonn,alfa a93 pop,91148570
htc,desire 300,35828005
nokia,lumia 735 rm10381,35426506
sony,xperia c3 s55t,35419206
micromax,bolt a58,91132805
allview,x2 soul mini,35603306
nokia,xl 4g rm1061,35366106
fly,ff181,35198509
huawei,honor 5c dual nemal101,86423003
huawei,ea360114,86677602
htc,u12 life 2q6e200,35703409
acer,liquid z5 z150,35586405
doogee,s30,35321109
phicomm,e670lw,86894002
elephone,g7 precious,35400107
keneksi,k1k3k4k2,35911005
allview,p6 life,35418007
lyf,wind 1 dual ls5010,91150795
coolpad,8810,86041900
nokia,lumia 920 rm822,35464905
huawei,mediapad m1 80 s8302l,86534402
micromax,canvas engage a091,91135945
zte,blade l5,86000603
alcatel,snap 7025f,86062902
megafon,v9,86478101
huawei,honor 3c dual h30c00,86516702
huawei,nova plus dual mlal11,86134703
micromax,x089,91135560
sony ericsson,xperia play r800at,35759304
beetel,gd218,91112150
meizu,m5 meilan5 m611d,86275203
huawei,honor 6 plus petl20,86098203
cubot,x18,35269309
digma,linx a400 3g,35951907
elephone,p9000,35789507
xolo,q700s plus,91139255
zopo,zp330 color c,35261807
nokia,3011 rm698,35540004
emporia,click v32,35945604
coolpad,8195,86070202
sony,xperia z1 l39t,35941505
lg,k8 k350y,35782407
blu,neo x mini,35178908
huawei,e8372 e8372h608,86628002
vivo,y35l,86882702
intex,cloud y12,91136195
intex,aqua i6,91135070
gionee,pioneer p1,86024402
haier,i701 i701tl,86743502
huawei,honor 4x tdlte che2l12,86643502
prestigio,multipad 4 pro quad 80 3g pmp7380,35352606
huawei,ascend y100 u81857,86288501
samsung,galaxy j3 lte smj320f1,35156209
alcatel,u5 hd dual 5047d 5047u,35846708
alcatel,u5 hd dual 5047d 5047u,35846908
karbonn,a90 3g,91146475
motorola,moto g7 power dual xt19551,35412810
gionee,l700,35284502
alcatel,602,35680104
lenovo,a680a880,86280202
motorola,droid pro murq73334411d11 xt610,35646904
alcatel,1x 5059s,35287110
cubot,r9,35958408
huawei,e5220s1,86947201
lg,optimus 3d p920h,35785404
huawei,enjoy 5s lte gr3 tagl03,86888002
zte,r225,86784000
vivo,x3f,86576902
huawei,p10 lite waslx2j,86406403
fly,era nano 2 s889a,86674702
lenovo,a2010l,86753002
lg,optimus 3d cube su870,35979704
samsung,galaxy ace gts5830g,35202705
lenovo,a208t,86079302
zte,mf825,86875301
huawei,gt3 dual nmol23,86090903
stark,s103,35391707
xiaomi,mi 3 dual,86563002
panasonic,eluga x rupy p02e eb4063,35374005
samsung,galaxy s8 plus smg955w,35786308
huawei,e173 e173ls5,86838700
intex,aqua life v,91145150
leagoo,z5,35982907
iball,andi5 stallion,91138450
oneplus,one a0001,86768502
zte,axon 7 a2017u1,86171203
micromax,canvas mega 4g q417,91146980
huawei,nova lite 3 potl72j,86579104
intex,aqua wing,91149750
lg,x power dual k220y,35894807
blackberry,z30 rfx101lw,99000423
gionee,f100a gbl7358b,86248003
gionee,f100a gbl7358b,86355303
zte,axon 7 mini b2017g1,99000690
huawei,p8 lite alel02,86725802
fly,glory iq431,35980905
philips,e316,86500903
huawei,em770j,35779004
alcatel,vodafone 355,86140800
lenovo,vibe x3 x3c50 x3c70,86788002
lenovo,vibe x3 x3c50 x3c70,86776502
huawei,y5 2019 amnlx21,86999304
samsung,galaxy tab s3 lte smt827w,35696908
huawei,p30 eleal00,86356304
huawei,p8 lite alel43,86818302
philips,xenium x325,35693804
philips,xenium x325,86628900
intex,aqua 45 3g,91153485
intex,aqua secure,91151750
alcatel,one touch pop 3 50 dual 5065d,35880106
lenovo,a6600,86658102
asus,zenfone 3 ze552kl z012dc,35905207
sony,xperia t2 ultra ltea d5316n,35301506
explay,advance huaqin hq zm369,86733001
htc,desire 601 0p4e220,35760305
lg,x power 2 dual m320dsn,35717908
samsung,gravity q sght289,35554305
lava,iris fuel f1 mini,91146635
htc,desire 828 dual 2pre400,35795707
samsung,galaxy s9 smg96001,35281909
videocon,infinium z51q star,91146555
micromax,d340,91145615
ulefone,mix,35379709
micromax,canvas nitro 2 e311,91142515
micromax,bolt d305,91145085
lg,g2 d805,35830005
microsoft,lumia 640 dual lte rm1113,35779006
micromax,canvas blaze 4g q400,91144090
lava,p7,91149390
motorola,w213,35669603
lg,optimus life l02e,35364705
yezz,andy 4e3i am4e3i043,35770707
lg,v10 ltea vs990,35314907
doogee,shoot 2,35725408
samsung,galaxy note 4g gtn7005,35353605
lava,metal 24,91153180
samsung,galaxy s iii neo plus i9308i,35978905
coolpad,8012,86773600
micromax,x073,91144225
allview,v2 viper i4g,35837507
huawei,honor 10 lite hryal001,86621804
huawei,honor 10 lite hryal001,86713404
samsung,galaxy s7 edge att smg935a1,35550307
swipe,konnect pro,91144185
posh mobile,icon pro hd x551,35805207
intex,aqua star,91130710
huawei,mediapad m5 10 cmral09,86702903
lava,iris 465,91142555
ramos,mos1,86777802
lg,e906,35908004
samsung,galaxy y gts5363,35884104
htc,desire 530 2pst230,35878007
huawei,nova 3i inelx1r,86480004
huawei,nova 3i inelx1r,86013304
lg,x venture m701,35773908
lenovo,moto x force dual xt15811,35235007
philips,e133,86653601
samsung,galaxy camera ekkc120s,35657205
lg,k7 2017 lgx230h,35388708
huawei,ascend g306t t8808d,86415301
huawei,ascend g730 g730u30,86458102
blu,dash x2,35910307
alcatel,pixi 3 45 4027x,35814406
oneplus,3t,86485403
oneplus,3t,99000936
lg,f60 d390ns,35702206
lenovo,k6 dual k33b361,86157703
vodafone,smart n9,35286109
beetel,gd200 star,91110970
intex,aqua trend lite,91156505
zen,admire fab q plus,91152795
alcatel,hero 2 8030y,86482002
huawei,e3276s862,86012702
meizu,m2 note m571h,86859702
fly,ff249,35346309
blu,dash l4 d132l d132u,35325309
samsung,galaxy a8 lte sma800s,35245407
zte,blade v8 mini,86392703
panasonic,eluga p p03e eb4064,35533505
yezz,andy 4e lte am4ei137,35879206
lenovo,moto e4 xt1768,35330708
alcatel,one touch idol 3c 6046y,35464007
archos,55 cobalt plus,35743907
huawei,e5377bs605,86494602
huawei,premia 4g m931,99000135
myphone,6600 free multiple 1180 5010 1030 5570 8855 1090 2010 2070 8825 6630 6620,35761304
fly,nimbus 1 fs451,35233707
motorola,moto e5 dual xt194451,35413109
huawei,p6t00,86046302
huawei,y6 pro 2017 slal02,86554903
nokia,61 plus x6 ta1116,35692609
huawei,ascend g330 u8825,86627901
fly,ds124,86992900
sony,xperia ul l4p1,35607205
sony,xperia tx xpreia gx lt29i so04d hayabusa,35359605
fly,memory plus fs528,35336809
alcatel,vodafone smart ii,86775701
huawei,mate 8 nxtl29b,86446903
samsung,smv101s,35298606
samsung,galaxy j1 2016 lte dual smj120zn,35776207
lava,iris 401e,91131255
homtom,ht27,35628508
xiaomi,mi note pro 2015022,99000663
htc,one m8 for windows 0p6b180,35528506
xolo,era hd,91147390
cat,s401,35193207
intex,cloud jewel,91150000
huawei,mediapad x2 gem703lt,86678902
huawei,mediapad x2 gem703lt,86042403
micromax,x2401,91140065
micromax,joy x1850 dual,91148145
zte,mf920v5,86137603
spice,m5750,91110400
gionee,ctrl v1,86797201
doogee,y300,35715807
samsung,schi535 schr530 schr930 schl710 schr920 schr530 sphl300 schlc11 schi200 schi405 schr820,99000116
lg,lucid 3 vs876,99000261
highscreen,power five max,35512808
nokia,e500 rm830,35240105
alcatel,910,35728104
alcatel,918d dual,86226202
alcatel,918d dual,86982700
samsung,galaxy ace gts5831i,35698105
lg,leon dual h326g,35997806
swipe,elite max,91154625
micromax,canvas 6 e485,91151405
karbonn,quattro l55 quattro l55 hd,91151140
lava,iris selfie 50,91140700
zte,blade l,91132565
infocus,m6801,35373307
xiaomi,redmi 1 2016060,99000812
xiaomi,redmi 1 2016060,99000850
huawei,honor 5x lte dual kiil21,86925402
huawei,honor 5x lte dual kiil21,86245303
xiaomi,redmi note 4g dual 20149161,86875402
xiaomi,redmi note 4g dual 20149161,86679802
samsung,galaxyschr940sphl700schr530schi535schi405sphl710schi535schi515schi705,99000204
sony,xperia t2 ultra d5306,35301306
motorola,moto g 3rd gen xt15442 moto g 2015,35567008
zte,blade a5,86894402
huawei,gt3 nmol02,86091103
htc,desire 12 plus 2q5w100,35513109
asus,zenfone go zb450kl dual x009d,35151908
vivo,y69,86604003
microsoft,lumia 550 dual rm1129,35369307
blackview,bv9500 pro,35961609
micromax,canvas fun a76,91132300
lenovo,vibe k5 plus dual a6020136,86409503
lenovo,vibe k5 plus dual a6020136,86006803
samsung,galaxy wide 2 smj727r4,35599308
zte,v791,86752501
lg,g2 mini 4g d625,35285806
micromax,bolt a47,91134355
lenovo,a330e,86569602
prestigio,multipad 4 ultimate 80 3g pmp7480,35850805
motorola,moto c dual xt17561,35562808
pantech,vega ltea ima880s,35762305
sony ericsson,xperia arc s lt18a,35850704
lg,g3 s dual d724,35762406
lg,g3 s dual d724,35470506
sony,xperia x perfomance f81311 pm0940bv1,35982007
huawei,p8 lite dual alel04,86694202
lava,x3,91149565
lava,z80,91159620
spice,switch planet mi400,91144040
sony,xperia z3v verizon d6708,35183106
samsung,galaxy note sght879,35229705
kazam,life r6,35505607
iball,andi 5n dude,91151035
htc,one e8 dual m8ss,35402406
micromax,canvas magnus q421,91143880
samsung,galaxy tab e smt562,35994706
microsoft,lumia 540 dual rm1140,35861306
asus,transformer pad 3g tf103cg k018,35301706
asus,zenfone 2 laser 55 ze550kl z00ldd,35302707
alcatel,u5 dual 5044k,35448408
huawei,mediapad m1 80 s8301l,86421802
gionee,elife e3 e3,86116902
alcatel,pixi 4 plus power 5023x,35878207
alcatel,818,35722804
micromax,a44 punk,91122775
acer,liquid glow e330,35721704
lg,k10 lte dual k430dse,35912307
karbonn,aura sleek plus,91161725
asus,padfone mini pf400cgt00e,35227606
lg,g stylo f560k,35886106
philips,s396,86733802
qmobile,i10,35508406
zte,orange atlanta,35734104
kazam,life b5,35402206
prestigio,multipad 2 ultra duo 80 3g pmp7280,35747505
vivo,x92,86427903
huawei,mediapad t3 10 agsl09,86633003
samsung,galaxy a5 2016 sma510x,35641007
lenovo,moto g4 plus dual af127050451,35818707
alcatel,815d 815d tribe,86666401
samsung,galaxy a6 plus sma605k,35692109
samsung,galaxy mega 2 smg750m,35474506
samsung,galaxy grand 4g shve275k,35817805
huawei,honor 8x max areal001,86256504
samsung,double time sghi857 habrok,35694904
samsung,galaxy tab active2 smt395n,35215109
alcatel,pixi 4 plus power dual 5023e,35979107
huawei,ascend w2 w2u051,86262702
philips,xenium v526,86776702
lenovo,a360,86518601
htc,pi46100,35807104
micromax,bolt a59,91133480
prestigio,multiphone 5455 duo psp5455,35523206
keneksi,e2,35795806
alcatel,idol 4 dual 6055d,35326708
huawei,e392u21,86123001
motorola,droid mini,99000202
highscreen,ice 2,35682506
xolo,q1020,91140530
samsung,galaxy tab e 80 smt377w,35851007
tecmobile,titan 550,35599306
asus,pegasus 4a zb500tl zenfone 4 max x00kd2,35840708
spice,xlife 451q,91148385
lyf,water 4 ls50051,86899502
sonim,xp7 xp77002,35948906
cubot,magic,35197809
prestigio,multiphone 5500 duo,35888605
panasonic,p50 idol,35353607
huawei,nova 2 lite ldnlx2,86751803
lg,watch urbane 2 w200e,35585707
sony ericsson,mt11a,35851804
alcatel,pixi 4 50 dual 5045s,35363008
samsung,galaxy tab s2 97 ltea us cellular smt817r4,35389907
samsung,denim sgha207,35537505
alcatel,pixi 4 70 9015u,35515908
htc,one a9s 2pwd100,35151508
iball,andi 4l pulse,91140635
sony,xperia go st27a,35289205
sharp,aquos pad sht22,35658505
huawei,e3272 e3272s926,86238802
lenovo,a2580,86718502
lenovo,a2580,86719202
zte,blade a330,86699803
htc,one e8 0paj310,35244406
mts,smart race 4g,35205908
prestigio,muze a1 pfp1241duo,35971607
lg,g6 as993,35710608
samsung,galaxy a9 2018 sma920f1,35213410
lg,watch urbane 2 w200v,35364907
alcatel,idol 4 pro 6077x,35779908
haier,w757,86255002
lava,iris x1 atom s,91147310
lava,iris x1 atom s,91144610
acer,liquid z530s,35504307
sony,xperia z2 tablet lte so05f,35980205
fly,knockout fs524,35198709
lenovo,p90,86578002
lava,iris 356,91132925
samsung,galaxy s10e smg970u6,35281110
intex,aqua style pro,91139920
sony,xperia z2 tdlte l50t,35278706
alcatel,228,86050401
blu,dash x d010u d010l,35516007
lg,l30 triple d127f,35454406
spice,xlife 404 mi404,91145125
lg,l65 dual d285g,35379406
fly,cirrus 3 fs506,35840407
alcatel,shine lite 5080q,35307908
allview,m9 connect,35450408
alcatel,mpop 5020d,86984500
micromax,canvas play q355,91142370
qmobile,q1000,35362106
infocus,m512m510m,35313206
samsung,galaxy a8 lte dual sma800f1,35180109
sierra wireless,aircard 320u,35727204
huawei,honor 3c gbest g71,35668804
xiaomi,2014017,86437502
samsung,galaxy tab s 105 smt805c,35374506
blu,vivo iv,35418106
lg,k7 2017 dual lgx230dsf,35546408
lg,k8 2017 dual lgx240 lgx240ds,35389108
lg,k8 2017 dual lgx240 lgx240ds,35389308
oppo,r7 plusm dual,86026503
archos,50b platinum,35832308
blu,pure xl,35489907
yezz,andy 4e3i dual am4e3i043,35770907
apple,iphone se a17232,35863407
huawei,u5510,86197000
huawei,enjoy 5 dual titcl00,86809702
zopo,zp990zp980,35503306
blu,dash g,35504408
micromax,canvas doodle 2 a240,91131625
meizu,mx4 m4602,86747302
htc,windows phone 8s pm59110,35376205
xolo,q1000 opus2,91136925
samsung,galaxy core gti8260m,35251706
zte,grand x quad lite,91132355
huawei,p10 lite dual waslx3,86345103
samsung,galaxy s8 smg950u7,35706608
sony,xperia z so02e,35352505
nokia,81 dual ta1131,35696309
digma,idx5 3g newman nm850,86398001
zte,blade v7 dual1,86142003
homtom,ht16,35374708
apple,iphone 6 plus a15245,35919807
prestigio,grace q5 psp5506duo,35765807
huawei,nova 2 piclx9,86480103
samsung,galaxy gio gts5660 gts5660b,35691804
huawei,e5577 e5577bs937,86475903
xiaomi,redmi note 3 2015115,86751702
lg,k10 2017 m257pr,35746908
sony,xperia e4g dual e2033,35960206
qmobile,b85,35665706
blu,vivo xl,35778207
philips,i908,86838902
asus,zenfone 2 laser 50 ze500kl z00edd,35992306
samsung,galaxy core 4g smg3518,35909005
micromax,bolt a37,91134235
sierra wireless,mc7430,35291108
oppo,find 7a tdlte x9007,86556802
lg,k10 lte ms428,35847907
lg,volt dual h422f,35986106
lg,f60 dual d392d,35623406
lava,iris x5,91139735
archos,access 50 3g,35192509
oppo,a31t,86696802
coolpad,cool changer s1,86541803
intex,cloud q11,91153685
samsung,gtc3350v,35870804
spice,boss entertainer m5405,91132765
intex,cloud gem plus,91149975
huawei,ascend g630 tdscdma g630t00,86422902
alcatel,1041d,86457402
alcatel,1041d,86294102
lava,iris 352e,91133030
intex,elyte7,91157725
samsung,galaxy j6 plus smj605f,35764009
huawei,ascend g620 g620l72,86403202
alcatel,one touch pop star 3g 5022x,35293407
huawei,y5ii lte cunl01,86978502
fly,b500,86945100
oppo,find 7a x9007,86373802
philips,w337,86653801
sony,xperia xz2 compact dual pm1130bv h8324,35500309
fly,nimbus 8 fs454 fortuneship ss310 fortuneship ss672,86125203
fly,nimbus 8 fs454 fortuneship ss310 fortuneship ss672,86151303
nokia,lumia 820 rm826,35458905
lg,max x160 prime ii bello ii,35152007
oppo,real r809t,86057802
sony,xperia ul sol22,35686805
zte,v5 redbull 4g u9180,86450102
lg,l30 d120,35454606
huawei,e5373s155,86510302
huawei,mediapad t1 70 t1702u,86693702
fly,ds106d,35981105
prestigio,multiphone 3400 duo,35933305
sony,xperia z ultra c6802,35765605
asus,zenfone 2 laser 55 ze550kl z00ld1,35431907
xiaomi,redmi 3s hongmi 3s 20160302,86365703
maxcom,mm428,35904109
coolpad,7266,86589401
doro,liberto 820 mini,35466106
alcatel,pixi 4 6 lte dual 9001d,35834407
lg,joy dual h222t,35956006
samsung,galaxy grand 2 ltea smg710s,35955005
lenovo,yoga tab 3 80 yt3850,86715202
allview,a6 lite,35504507
coolpad,8026,86321701
wiko,sunset 2 dual1,35468207
fly,era style 4 iq4418 eclipse,35636506
blu,studio 50 hd lte,35617706
samsung,galaxy s4 mini lte gti9195l,35795705
sony,xperia c5 ultra pm0890bv e5506,35419307
sony,xperia xa2 ultra h3223 pm1090bv,35285209
nokia,lumia 535 rm1091,35574306
lg,f60 d390g,35623206
oppo,neo 3g r830,86574002
motorola,moto x4 brazil dual xt19006,35183209
samsung,galaxy a30 sma305j,35565210
motorola,e11,86200098
fly,tornado one dual iq4511,35636706
infocus,bingo 50 m460,35693007
alcatel,2052x,86464702
samsung,galaxy folder 2 smg165n,35748208
asus,memo pad 7 k00r me572c,35394206
intex,aqua n2,91133970
qmobile,b15,35385806
allview,x3 soul lite,35267208
gionee,f100s,86422803
nokia,51 dual ta1075,35339009
sharp,aquos xx3 mini,35612507
lg,f70 d315i,35343106
htc,windows phone 8x 4g pm23300,35389705
alcatel,j636d,86492402
lg,watch urbane 2 w200a,35365307
htc,u ultra u1u,35572508
motorola,moto x style dual xt1572,35820007
samsung,galaxy exhilarate sghi577,35962404
intex,aqua viturbo,91152850
allview,a9 plus,35501609
alcatel,3x 5058y,35363208
qmobile,b260,35486706
alcatel,one touch pop 2 45 dual 5042d,86528202
sony ericsson,live with walkman wt19a,35850904
asus,zenfone zoom s ze553kl z01hd1,35455708
samsung,galaxy note 5 tdlte smn920w8,35312007
asus,zenfone 2 ze550ml z008d,35999806
asus,zenfone 2 ze550ml z008d,35786706
kyocera,duraforce,35784306
samsung,galaxy j2 core smj260p,35269410
alcatel,one touch idol 3 55 6045g,35468007
samsung,galaxy note 4 smn910w8,35459506
doogee,x3,35715607
lg,spectrum revolution 2 vs920,99000061
oppo,a59tm,86130703
philips,xenium x525,35763704
huawei,g6153,86573901
cat,s301,35193407
karbonn,elegance e1,91141470
lg,l35 d153f,35393306
